school_urn,school_name,la_name,time_period,avg_att8,avg_ebaccaps,avg_p8score,pt_anypass,pt_entbasics
135511,The Henslow and Evolution School,Shropshire,202324,2.8,0.08,,33.3,0.0
148437,Woodlands School,Shropshire,202324,6.0,0.15,-2.4,54.5,54.5
142067,Holy Trinity Academy,Telford and Wrekin,202324,45.9,3.82,-0.22,100.0,98.7
142285,The Telford Priory School,Telford and Wrekin,202324,32.6,2.66,-1.06,93.0,95.7
142821,Charlton School,Telford and Wrekin,202324,38.5,3.47,-0.41,99.2,97.9
136516,Newport Girls' High School Academy,Telford and Wrekin,202324,73.2,6.99,0.49,100.0,100.0
123574,The Burton Borough School,Telford and Wrekin,202324,40.7,3.4,-0.59,97.4,96.2
139766,The Telford Langley School,Telford and Wrekin,202324,33.7,2.81,-1.04,98.8,99.4
139536,The Telford Park School,Telford and Wrekin,202324,33.2,2.89,-0.88,95.8,95.8
144853,Hadley Learning Community - Secondary Phase,Telford and Wrekin,202324,43.0,3.68,-0.21,97.9,97.9
137446,Haberdashers' Adams,Telford and Wrekin,202324,71.2,6.6,0.46,100.0,99.3
145707,Ercall Wood Academy,Telford and Wrekin,202324,40.5,3.59,-0.12,98.9,99.4
123610,Wrekin College,Telford and Wrekin,202324,28.4,2.56,,95.5,0.0
123627,Thomas Telford School,Telford and Wrekin,202324,58.0,5.44,0.43,100.0,99.5
135149,Madeley Academy,Telford and Wrekin,202324,47.1,4.26,-0.29,99.5,99.0
135582,Haberdashers' Abraham Darby,Telford and Wrekin,202324,39.7,3.29,-0.74,97.7,98.3
145494,Queensway,Telford and Wrekin,202324,10.4,0.69,-2.13,77.8,81.5
123631,Southall School,Telford and Wrekin,202324,2.7,0.24,-1.4,31.4,17.1
139953,Sir William Stanier School,Cheshire East,202324,29.6,2.3,-0.9,96.5,96.5
137064,The Macclesfield Academy,Cheshire East,202324,45.5,4.15,0.18,100.0,99.2
140813,Cheshire Studio School,Cheshire East,202324,22.9,1.63,-1.62,100.0,100.0
142890,Crewe Engineering and Design UTC,Cheshire East,202324,32.8,2.62,-1.0,100.0,100.0
147654,The Oaks Academy,Cheshire East,202324,34.2,2.98,-0.5,97.9,97.9
140791,Tytherington School,Cheshire East,202324,49.9,4.44,0.09,99.1,99.1
140108,Alsager School,Cheshire East,202324,50.2,4.64,0.21,99.2,98.8
136340,Sandbach High School and Sixth Form College,Cheshire East,202324,52.6,4.71,0.48,99.5,99.5
148693,Middlewich High School,Cheshire East,202324,40.8,3.82,-0.14,98.6,98.6
111417,Ruskin Community High School,Cheshire East,202324,42.2,3.66,-0.22,99.3,98.5
111419,Malbank School and Sixth Form College,Cheshire East,202324,41.0,3.61,-0.6,97.0,97.0
142237,Shavington Academy,Cheshire East,202324,45.1,3.74,0.04,98.8,98.8
138002,Knutsford Academy,Cheshire East,202324,54.2,4.83,-0.03,98.4,98.4
137449,Holmes Chapel Comprehensive School,Cheshire East,202324,50.2,4.19,-0.04,98.7,98.3
146387,Poynton High School,Cheshire East,202324,56.9,5.34,0.29,99.1,99.6
136279,Brine Leas School,Cheshire East,202324,48.9,4.34,-0.07,98.2,98.2
111443,Wilmslow High School,Cheshire East,202324,52.5,4.6,0.16,98.8,98.8
136655,Congleton High School,Cheshire East,202324,41.7,3.8,-0.47,98.5,97.4
138662,Eaton Bank Academy,Cheshire East,202324,46.0,3.95,-0.13,98.2,98.2
139764,St Thomas More Catholic High School,Cheshire East,202324,47.9,4.35,0.26,98.6,98.6
139139,All Hallows Catholic College,Cheshire East,202324,48.6,4.21,0.0,99.0,98.1
136278,The Fallibroome Academy,Cheshire East,202324,55.6,4.77,0.56,99.2,99.2
141502,High Peak School,Cheshire East,202324,2.3,0.17,,25.0,12.5
111473,The King's School In Macclesfield,Cheshire East,202324,29.6,2.65,,100.0,0.0
111474,Beech Hall School,Cheshire East,202324,38.4,2.9,,86.5,70.3
137491,Sandbach School,Cheshire East,202324,47.7,3.93,0.28,99.2,99.2
111478,Alderley Edge School for Girls,Cheshire East,202324,64.5,5.37,,100.0,100.0
141559,Church Lawton School,Cheshire East,202324,20.4,1.87,-1.33,71.4,57.1
147854,The Axis Academy,Cheshire East,202324,16.6,1.24,-1.53,88.9,55.6
148641,Adelaide Heath Academy,Cheshire East,202324,9.7,0.72,-2.07,90.0,70.0
140457,Adelaide School,Cheshire East,202324,5.4,0.17,-2.61,56.0,36.0
137582,The Rudheath Senior Academy,Cheshire West and Chester,202324,37.2,3.13,-0.22,98.1,100.0
138148,Hartford Church of England High School,Cheshire West and Chester,202324,47.1,4.36,-0.15,98.6,98.6
143817,Queen's Park High School,Cheshire West and Chester,202324,47.5,4.2,-0.04,98.3,98.3
144742,Chester International School,Cheshire West and Chester,202324,34.9,3.15,-1.2,96.4,96.4
111396,"Blacon High School, A Specialist Sports College",Cheshire West and Chester,202324,37.2,2.97,-0.63,97.6,96.9
146742,Ellesmere Port Church of England College,Cheshire West and Chester,202324,38.4,3.23,-0.51,95.6,96.7
149631,"Ellesmere Port Catholic High School, a Voluntary Academy",Cheshire West and Chester,202324,40.5,3.57,-0.47,97.5,97.5
138318,Neston High School,Cheshire West and Chester,202324,45.1,3.81,0.22,99.3,98.0
149614,Weaverham High School,Cheshire West and Chester,202324,52.9,4.69,0.17,98.3,99.2
138743,"The County High School, Leftwich",Cheshire West and Chester,202324,53.7,5.27,0.6,100.0,99.5
138483,Tarporley High School and Sixth Form College,Cheshire West and Chester,202324,52.5,4.54,0.34,100.0,99.5
136645,Christleton High School,Cheshire West and Chester,202324,53.6,4.77,0.28,100.0,100.0
111422,Upton-by-Chester High School,Cheshire West and Chester,202324,52.3,4.5,0.36,98.9,99.3
111424,Bishop Heber High School,Cheshire West and Chester,202324,55.9,5.22,0.72,99.5,99.0
111429,The Whitby High School,Cheshire West and Chester,202324,38.4,3.46,-0.58,98.5,98.5
111440,Helsby High School,Cheshire West and Chester,202324,48.3,4.55,0.05,97.8,97.8
139343,"The Catholic High School, Chester",Cheshire West and Chester,202324,44.3,3.76,-0.08,96.3,97.0
111450,St Nicholas Catholic High School,Cheshire West and Chester,202324,49.9,4.54,0.17,99.5,99.0
136543,The Bishops' Blue Coat Church of England High School,Cheshire West and Chester,202324,48.8,4.15,0.26,100.0,99.5
111471,The Grange School,Cheshire West and Chester,202324,29.2,1.37,,99.2,0.0
134493,OneSchool Global Northwich,Cheshire West and Chester,202324,55.2,5.09,,100.0,100.0
111482,The Hammond,Cheshire West and Chester,202324,35.8,2.9,,93.3,93.3
111483,Cransley School,Cheshire West and Chester,202324,52.6,4.21,,96.6,96.6
111484,Abbey Gate College,Cheshire West and Chester,202324,58.8,5.01,,100.0,100.0
111485,The King's School,Cheshire West and Chester,202324,18.9,1.13,,99.2,0.8
111486,The Queen's School,Cheshire West and Chester,202324,69.7,6.09,,100.0,98.4
136184,The Winsford Academy,Cheshire West and Chester,202324,29.3,2.52,-1.1,96.4,97.4
140093,Cloughwood Academy,Cheshire West and Chester,202324,8.7,0.3,-1.42,84.6,0.0
111503,Greenbank School,Cheshire West and Chester,202324,1.5,0.11,-2.0,20.0,6.7
111504,Oaklands School,Cheshire West and Chester,202324,4.2,0.38,-1.43,54.5,0.0
111517,Archers Brook SEMH Residential School,Cheshire West and Chester,202324,11.3,0.95,-1.21,83.3,72.2
140675,St Ives School,Cornwall,202324,45.9,3.91,-0.12,98.2,98.2
140836,Fowey River Academy,Cornwall,202324,39.8,3.46,-0.22,98.0,98.0
143649,Callington Community College,Cornwall,202324,40.1,3.6,-0.28,100.0,98.7
145108,Brannel School,Cornwall,202324,40.8,3.35,0.02,97.5,97.5
145843,Treviglas Academy,Cornwall,202324,43.0,3.63,0.01,99.4,98.1
146325,Cape Cornwall School,Cornwall,202324,39.9,3.57,-0.08,94.9,94.9
147442,Poltair School,Cornwall,202324,43.4,3.79,0.26,99.3,98.7
139155,Launceston College,Cornwall,202324,46.0,4.31,0.22,96.7,94.6
146408,Sir James Smith's School,Cornwall,202324,38.8,3.54,-0.43,96.3,96.3
136575,Saltash Community School,Cornwall,202324,45.4,3.84,-0.3,97.9,97.9
112041,Torpoint Community College,Cornwall,202324,42.1,3.76,-0.47,94.9,95.6
143981,Helston Community College,Cornwall,202324,39.2,3.25,-0.48,99.1,99.6
136852,Penryn College,Cornwall,202324,45.7,3.85,0.14,98.2,95.1
112045,Budehaven Community School,Cornwall,202324,43.0,3.59,-0.22,97.5,96.5
137223,Falmouth School,Cornwall,202324,48.9,4.39,-0.08,97.0,96.4
138024,Wadebridge School,Cornwall,202324,46.3,3.84,0.05,99.5,99.1
136383,Bodmin College,Cornwall,202324,38.6,3.08,-0.44,94.3,93.9
136573,Penrice Academy,Cornwall,202324,48.5,4.64,0.32,98.5,98.5
136524,Camborne Science and International Academy,Cornwall,202324,47.3,3.86,-0.15,98.7,98.7
112054,Redruth School,Cornwall,202324,45.3,3.93,-0.17,98.9,98.9
112055,Richard Lander School,Cornwall,202324,47.3,4.05,0.07,96.5,95.8
136572,The Roseland Academy,Cornwall,202324,49.0,4.23,0.41,100.0,98.5
136614,Pool Academy,Cornwall,202324,36.7,3.19,-0.59,95.1,97.1
143993,Mullion School,Cornwall,202324,42.9,3.57,0.15,99.1,99.1
136533,Newquay Tretherras,Cornwall,202324,49.5,4.22,0.17,99.4,98.7
136567,Penair School,Cornwall,202324,48.0,3.9,0.05,98.5,97.1
144291,Liskeard School and Community College,Cornwall,202324,40.1,3.4,-0.09,95.6,92.2
137839,Looe Community Academy,Cornwall,202324,37.2,3.17,-0.75,100.0,100.0
145211,Hayle Academy,Cornwall,202324,42.9,3.54,-0.13,98.8,98.8
136873,Mounts Bay Academy,Cornwall,202324,41.7,3.66,-0.56,99.5,99.0
112067,Humphry Davy School,Cornwall,202324,42.2,3.55,-0.27,98.5,97.5
140942,Oak Tree School,Cornwall,202324,6.6,0.5,,92.3,69.2
112071,St Josephs School,Cornwall,202324,46.6,3.98,,96.7,0.0
112076,Truro School,Cornwall,202324,37.9,2.72,,100.0,0.0
112077,Truro High School,Cornwall,202324,46.0,4.01,,95.2,0.0
112082,The Cornwall Independent School,Cornwall,202324,53.4,4.97,,100.0,100.0
137478,Pencalenick School,Cornwall,202324,0.7,0.06,-1.65,3.1,3.1
136306,Sir Thomas Rich's School,Gloucestershire,202324,76.9,7.03,0.91,100.0,100.0
136666,Denmark Road High School,Gloucestershire,202324,77.0,7.23,0.93,100.0,100.0
138421,The Dean Academy,Gloucestershire,202324,39.3,3.34,0.02,99.2,99.2
138496,SGS Forest High School,Gloucestershire,202324,29.0,2.25,-0.78,97.9,97.9
144013,Five Acres High School,Gloucestershire,202324,49.1,4.56,0.77,98.5,98.5
144761,SGS Berkeley Green UTC,Gloucestershire,202324,45.0,3.56,-0.27,98.8,96.5
115720,Barnwood Park School,Gloucestershire,202324,38.0,3.01,-0.82,96.5,96.0
145480,Henley Bank High School,Gloucestershire,202324,49.6,4.37,0.64,96.6,96.6
147300,Holmleigh Park High School,Gloucestershire,202324,45.1,4.03,0.12,98.1,97.7
148036,Gloucester Academy,Gloucestershire,202324,39.5,3.36,0.16,93.7,96.5
136772,Cleeve School,Gloucestershire,202324,50.6,4.33,0.22,99.2,98.1
115723,Archway School,Gloucestershire,202324,40.7,3.56,-0.36,98.7,98.1
137298,Severn Vale School,Gloucestershire,202324,46.1,3.89,0.23,98.9,98.9
137059,Thomas Keble School,Gloucestershire,202324,46.6,4.03,0.23,99.2,97.6
137097,Farmor's School,Gloucestershire,202324,50.1,4.27,0.03,98.2,98.2
136982,St Peter's Catholic High School and Sixth Form Centre,Gloucestershire,202324,45.1,3.83,-0.09,99.2,99.2
136767,Ribston Hall High School,Gloucestershire,202324,64.8,5.83,0.24,100.0,99.3
137123,Marling School,Gloucestershire,202324,71.3,6.36,0.64,100.0,100.0
136874,Stroud High School,Gloucestershire,202324,74.9,6.72,0.85,100.0,100.0
136353,Pate's Grammar School,Gloucestershire,202324,83.7,7.99,1.01,100.0,99.3
136578,The Crypt School,Gloucestershire,202324,71.1,6.57,0.6,98.7,98.7
137752,Tewkesbury Academy,Gloucestershire,202324,42.5,3.44,-0.07,97.5,96.0
137033,Katharine Lady Berkeley's School,Gloucestershire,202324,55.5,5.05,0.39,99.6,99.2
115758,Rednock School,Gloucestershire,202324,44.8,3.87,0.01,99.1,99.1
136474,Balcarras School,Gloucestershire,202324,62.4,5.51,0.83,99.5,99.5
137634,Churchdown School,Gloucestershire,202324,54.3,4.55,0.93,100.0,100.0
136292,The Cotswold Academy,Gloucestershire,202324,55.2,5.09,0.49,98.3,97.9
138746,Newent Community School and Sixth Form Centre,Gloucestershire,202324,38.1,3.26,-0.65,98.0,97.5
136623,Chosen Hill School,Gloucestershire,202324,44.3,3.88,-0.13,97.3,97.3
136960,Chipping Campden School,Gloucestershire,202324,49.7,4.47,0.16,98.2,98.2
137382,Wyedean School and Sixth Form Centre,Gloucestershire,202324,45.4,3.92,-0.01,98.2,98.2
136764,Winchcombe School,Gloucestershire,202324,47.7,4.13,-0.01,99.0,99.0
136725,Cheltenham Bournside School and Sixth Form Centre,Gloucestershire,202324,49.2,4.19,0.44,99.3,99.0
137217,Cirencester Kingshill School,Gloucestershire,202324,47.3,4.18,0.08,98.9,98.9
136527,Cirencester Deer Park School,Gloucestershire,202324,51.3,4.63,0.28,100.0,99.0
115772,Pittville School,Gloucestershire,202324,47.4,4.03,0.25,98.4,99.5
137387,Dene Magna School,Gloucestershire,202324,45.3,3.87,0.05,100.0,99.4
115775,Maidenhill School,Gloucestershire,202324,42.6,3.64,-0.12,99.3,99.3
136985,Sir William Romney's School,Gloucestershire,202324,42.4,3.55,-0.17,96.0,96.0
138871,OneSchoolGlobal Bristol Campus,Gloucestershire,202324,50.5,4.62,,100.0,100.0
115780,"The King's School, Gloucester",Gloucestershire,202324,32.0,2.65,,100.0,0.0
143018,Wotton House International School Gloucestershire,Gloucestershire,202324,14.8,0.85,,87.5,43.8
115787,Rendcomb College,Gloucestershire,202324,48.0,3.83,,92.7,90.2
115788,Wycliffe College,Gloucestershire,202324,41.7,3.39,,93.6,68.1
115789,Westonbirt School,Gloucestershire,202324,26.0,2.59,,100.0,0.0
146671,Belong School Gloucestershire,Gloucestershire,202324,4.1,0.18,,63.6,63.6
115794,St Edward's School,Gloucestershire,202324,46.2,4.01,,98.0,0.0
115795,Cheltenham College,Gloucestershire,202324,31.4,1.72,,91.0,0.0
115797,Dean Close School,Gloucestershire,202324,17.5,0.74,,100.0,0.0
115798,Cheltenham Ladies' College,Gloucestershire,202324,77.1,6.87,,97.0,95.5
115802,Cotswold Chine School,Gloucestershire,202324,2.6,0.19,,23.8,4.8
115810,Al-Ashraf Secondary School for Girls,Gloucestershire,202324,63.6,6.14,,100.0,100.0
134463,Oneschool Global Uk - Tewkesbury Campus,Gloucestershire,202324,46.4,4.28,,100.0,100.0
136016,"All Saints' Academy, Cheltenham",Gloucestershire,202324,38.8,3.15,-0.27,97.7,97.7
115825,Alderman Knight School,Gloucestershire,202324,7.4,0.27,-1.03,69.0,34.5
147577,Belmont School,Gloucestershire,202324,0.8,0.07,-1.63,21.7,0.0
149396,Peak Academy,Gloucestershire,202324,5.3,0.52,-1.63,40.0,50.0
117499,The Priory School,Hertfordshire,202324,46.5,4.11,-0.05,99.0,99.0
138747,Hertswood Academy,Hertfordshire,202324,38.9,3.49,-0.19,97.0,97.0
138582,Samuel Ryder Academy,Hertfordshire,202324,50.4,4.32,0.35,99.5,99.0
139416,Elstree Screen Arts Academy,Hertfordshire,202324,36.6,2.67,-0.79,98.1,97.1
149500,The Hemel Hempstead School,Hertfordshire,202324,47.8,4.22,-0.14,99.5,97.6
139873,Richard Hale School,Hertfordshire,202324,53.8,5.07,0.31,100.0,100.0
139662,The Reach Free School,Hertfordshire,202324,46.6,4.33,-0.02,100.0,99.1
139154,Hitchin Boys' School,Hertfordshire,202324,56.3,5.52,0.57,99.0,99.0
137288,Hitchin Girls' School,Hertfordshire,202324,57.8,4.97,0.62,98.5,98.5
117504,Fearnhill School,Hertfordshire,202324,41.2,3.78,-0.14,95.3,95.3
137038,Verulam School,Hertfordshire,202324,51.8,4.64,0.4,98.9,98.3
137985,Presdales School,Hertfordshire,202324,58.8,5.54,0.61,100.0,100.0
137847,Stanborough School,Hertfordshire,202324,46.5,4.43,0.18,98.9,98.9
136608,The Knights Templar School,Hertfordshire,202324,44.9,4.14,-0.27,97.5,98.0
140037,The Thomas Alleyne Academy,Hertfordshire,202324,46.1,3.94,0.04,98.3,98.3
142051,Haileybury Turnford,Hertfordshire,202324,42.5,3.54,-0.05,99.3,98.6
143131,Robert Barclay Academy,Hertfordshire,202324,42.7,3.47,0.11,97.3,97.3
144402,Croxley Danes School,Hertfordshire,202324,49.7,4.58,0.1,98.8,98.8
144623,Barclay Academy,Hertfordshire,202324,48.4,4.56,0.17,100.0,100.0
137270,Sir John Lawes School,Hertfordshire,202324,62.3,5.6,0.79,100.0,100.0
145890,Katherine Warington School,Hertfordshire,202324,54.0,4.63,0.48,99.4,99.4
146305,Ridgeway Academy,Hertfordshire,202324,37.9,3.1,-0.47,95.8,96.4
145430,The Adeyfield Academy,Hertfordshire,202324,29.2,2.57,-0.97,95.0,96.0
146440,Laureate Academy,Hertfordshire,202324,41.7,3.96,-0.22,97.9,97.9
147535,Onslow St Audrey's School,Hertfordshire,202324,36.6,3.18,-0.36,97.1,95.6
147785,The Grange Academy,Hertfordshire,202324,37.6,3.38,-0.29,97.6,97.6
138286,Beaumont School,Hertfordshire,202324,59.0,5.66,0.89,99.5,98.6
117518,Barnwell School,Hertfordshire,202324,39.6,3.26,-0.32,95.9,94.9
140294,Simon Balle All-Through School,Hertfordshire,202324,52.9,4.73,0.45,99.4,99.4
136973,Roundwood Park School,Hertfordshire,202324,62.5,5.55,0.79,100.0,99.5
137110,Longdean School,Hertfordshire,202324,42.5,3.76,-0.29,98.8,98.8
137339,St Albans Girls' School,Hertfordshire,202324,56.6,5.23,0.55,99.6,99.1
139036,Kings Langley School,Hertfordshire,202324,47.6,4.23,0.07,98.9,98.4
137757,Bishop's Hatfield Girls' School,Hertfordshire,202324,56.7,5.13,0.38,100.0,100.0
136396,The Broxbourne School,Hertfordshire,202324,54.7,5.11,0.1,100.0,100.0
117530,The Nobel School,Hertfordshire,202324,51.2,4.19,0.38,99.6,99.1
140049,Westfield Academy,Hertfordshire,202324,40.4,3.83,-0.03,98.1,96.7
117534,Marriotts School,Hertfordshire,202324,39.6,3.46,-0.37,96.8,96.8
138484,The Sele School,Hertfordshire,202324,41.3,3.46,-0.26,95.8,95.8
138632,Monk's Walk School,Hertfordshire,202324,50.4,4.38,0.24,97.8,96.9
117537,The Highfield School,Hertfordshire,202324,42.1,3.76,-0.41,98.2,98.8
137656,King James Academy Royston,Hertfordshire,202324,42.7,3.8,0.19,96.6,96.6
137002,Freman College,Hertfordshire,202324,53.6,4.63,0.58,99.6,99.6
136609,Sandringham School,Hertfordshire,202324,64.6,5.99,1.06,100.0,99.2
137637,Birchwood High School,Hertfordshire,202324,48.1,4.25,-0.08,99.6,99.1
137090,The Chauncy School,Hertfordshire,202324,51.9,4.45,0.53,99.1,99.1
117552,The Astley Cooper School,Hertfordshire,202324,37.2,3.15,-0.6,97.6,98.2
138352,Tring School,Hertfordshire,202324,51.3,4.27,0.24,97.5,97.1
117555,Townsend Church of England School,Hertfordshire,202324,48.2,4.03,0.14,97.1,96.4
138356,St George's School,Hertfordshire,202324,64.2,5.45,0.65,100.0,99.5
149743,John F Kennedy Catholic School,Hertfordshire,202324,50.9,4.21,0.15,99.4,99.4
138106,Loreto College,Hertfordshire,202324,59.4,5.59,0.71,98.7,98.7
136922,Yavneh College,Hertfordshire,202324,61.7,5.33,0.97,100.0,100.0
136606,Rickmansworth School,Hertfordshire,202324,58.0,5.45,0.3,99.5,99.5
136276,Watford Grammar School for Boys,Hertfordshire,202324,66.5,6.54,0.72,100.0,99.5
136289,Watford Grammar School for Girls,Hertfordshire,202324,66.9,6.26,0.74,100.0,100.0
136899,Parmiter's School,Hertfordshire,202324,68.3,6.44,0.74,100.0,100.0
117577,The Bishop's Stortford High School,Hertfordshire,202324,56.1,5.4,0.23,99.4,99.4
117578,Ashlyns School,Hertfordshire,202324,53.8,4.68,0.36,99.2,99.6
136554,Dame Alice Owen's School,Hertfordshire,202324,73.5,7.04,0.92,99.0,98.6
137872,Bushey Meads School,Hertfordshire,202324,42.1,3.22,-0.45,96.2,96.2
136877,Queens' School,Hertfordshire,202324,53.5,4.89,0.2,98.9,99.6
137224,Mount Grace School,Hertfordshire,202324,42.2,3.53,-0.47,98.9,97.8
137938,Nicholas Breakspear Catholic School,Hertfordshire,202324,54.4,5.07,0.75,99.4,99.4
137895,The Saint John Henry Newman Catholic School,Hertfordshire,202324,56.8,5.04,0.72,98.3,97.9
138042,The Marlborough Science Academy,Hertfordshire,202324,44.1,3.98,-0.1,99.0,99.0
137532,Goffs Academy,Hertfordshire,202324,49.5,4.55,0.22,99.6,99.6
137156,Leventhorpe,Hertfordshire,202324,48.9,4.32,0.05,99.6,99.1
137922,Saint Michael's Catholic High School,Hertfordshire,202324,51.2,4.5,0.13,99.4,98.9
137914,Saint Joan of Arc Catholic School,Hertfordshire,202324,51.9,4.56,0.34,98.1,97.2
147246,Chancellor's School,Hertfordshire,202324,52.9,4.93,0.35,100.0,99.5
140786,The Hertfordshire & Essex High School and Science College,Hertfordshire,202324,63.3,5.84,0.65,99.5,99.5
136901,St Clement Danes School,Hertfordshire,202324,63.8,5.96,0.74,100.0,100.0
148499,St Mary's Catholic School,Hertfordshire,202324,54.6,4.96,0.43,100.0,98.9
138360,St Mary's Church of England High School (VA),Hertfordshire,202324,44.3,3.96,-0.07,98.1,98.1
145297,Goffs - Churchgate Academy,Hertfordshire,202324,45.6,4.03,0.37,100.0,100.0
136607,The John Warner School,Hertfordshire,202324,40.7,3.42,-0.54,98.1,98.1
136482,Hockerill Anglo-European College,Hertfordshire,202324,60.7,6.06,0.38,100.0,100.0
117600,Abbot's Hill School,Hertfordshire,202324,34.1,3.08,,57.5,57.5
117602,The Aldenham Foundation,Hertfordshire,202324,42.1,3.8,,100.0,0.0
117604,Berkhamsted School,Hertfordshire,202324,16.3,0.14,,98.0,0.0
117605,Bishop's Stortford College,Hertfordshire,202324,22.4,1.76,,100.0,0.0
117606,St Margaret's School,Hertfordshire,202324,55.6,4.96,,98.5,82.1
117607,Haileybury College,Hertfordshire,202324,14.0,1.18,,96.9,0.0
117609,Queenswood School,Hertfordshire,202324,50.2,3.94,,100.0,0.0
117612,St Christopher School,Hertfordshire,202324,60.3,5.44,,100.0,97.5
117613,St Francis College,Hertfordshire,202324,53.4,4.82,,100.0,76.6
117616,Merchant Taylors' School,Hertfordshire,202324,42.7,2.27,,99.4,0.0
117617,St Albans High School for Girls,Hertfordshire,202324,49.2,3.18,,99.2,0.0
117618,Tring Park School for the Performing Arts,Hertfordshire,202324,44.8,4.17,,100.0,0.0
117622,Sherrardswood School,Hertfordshire,202324,49.2,4.21,,98.1,98.1
140655,White Trees Independent School,Hertfordshire,202324,6.6,0.47,,30.0,30.0
117623,Egerton-Rothesay School,Hertfordshire,202324,12.5,0.82,,86.4,63.6
117633,St Edmund's College,Hertfordshire,202324,33.0,2.59,,97.5,0.0
117638,St Columba's College,Hertfordshire,202324,34.2,2.74,,100.0,0.0
117640,Stanborough Secondary School,Hertfordshire,202324,50.9,4.51,,94.1,94.1
117641,Royal Masonic School for Girls,Hertfordshire,202324,65.3,5.63,,100.0,100.0
117647,St Albans School,Hertfordshire,202324,11.4,0.91,,91.7,0.0
117648,Haberdashers' Boys' School,Hertfordshire,202324,40.6,2.61,,99.4,0.0
117649,Haberdashers' Girls' School,Hertfordshire,202324,40.4,1.52,,99.3,0.0
117650,The King's School,Hertfordshire,202324,60.5,5.46,,100.0,100.0
117657,Immanuel College,Hertfordshire,202324,18.7,1.74,,97.6,0.0
102256,The Purcell School,Hertfordshire,202324,40.2,3.67,,100.0,63.6
134087,St Albans Independent College,Hertfordshire,202324,26.5,1.92,,100.0,17.6
135876,Future Academies Watford,Hertfordshire,202324,39.4,3.55,-0.16,98.0,97.5
147679,Brandles School,Hertfordshire,202324,3.9,0.24,-2.46,50.0,43.8
138485,Knightsfield School,Hertfordshire,202324,14.7,1.07,-0.22,90.0,60.0
117667,Garston Manor School,Hertfordshire,202324,1.7,0.14,-1.5,4.3,4.3
117669,The Valley School,Hertfordshire,202324,0.4,0.03,-1.64,6.9,0.0
117672,The Collett School,Hertfordshire,202324,0.2,0.0,-1.71,5.6,0.0
142257,Hailey Hall School,Hertfordshire,202324,10.3,0.53,-1.82,85.7,38.1
117674,Batchwood School,Hertfordshire,202324,8.7,0.53,-2.09,70.0,65.0
117685,Heathlands School,Hertfordshire,202324,34.3,2.98,0.93,90.0,85.0
117686,Falconer School,Hertfordshire,202324,6.0,0.55,-1.91,68.2,50.0
136013,The Bay Church of England School,Isle of Wight,202324,38.2,3.19,-0.48,96.8,94.8
136753,Ryde Academy,Isle of Wight,202324,43.7,3.59,-0.06,99.2,98.4
140691,The Island Free School,Isle of Wight,202324,49.1,4.6,0.24,99.2,99.2
140845,"Cowes Enterprise College, An Ormiston Academy",Isle of Wight,202324,46.8,4.4,-0.07,97.6,97.6
136010,Medina College,Isle of Wight,202324,33.8,2.81,-0.68,97.2,95.8
136012,Carisbrooke College,Isle of Wight,202324,38.8,3.18,-0.54,98.3,97.5
135552,Christ The King College,Isle of Wight,202324,41.3,3.47,-0.29,94.2,93.4
118223,Ryde School with Upper Chine,Isle of Wight,202324,14.7,1.04,,95.8,0.0
118225,Priory School,Isle of Wight,202324,45.4,4.35,,84.0,68.0
118226,St Catherine's School and College,Isle of Wight,202324,1.1,0.05,-1.45,27.3,9.1
137572,Bourne Academy,Lincolnshire,202324,49.3,3.99,0.58,98.8,98.4
137282,University Academy Holbeach,Lincolnshire,202324,36.9,3.15,-0.42,98.6,98.1
138783,King Edward VI Academy,Lincolnshire,202324,39.3,3.33,-0.08,100.0,100.0
138638,Kesteven and Grantham Girls' School,Lincolnshire,202324,69.5,6.05,1.04,100.0,100.0
137667,Kesteven and Sleaford High School Selective Academy,Lincolnshire,202324,65.3,6.27,0.67,100.0,100.0
140950,Lincoln UTC,Lincolnshire,202324,47.7,3.35,0.09,100.0,100.0
137873,The Deepings School,Lincolnshire,202324,40.0,3.42,-0.29,98.7,98.2
141166,The Barnes Wallis Academy,Lincolnshire,202324,38.8,3.68,-0.58,98.0,99.0
141391,Thomas Middlecott Academy,Lincolnshire,202324,29.1,2.53,-0.78,93.2,96.1
136479,Charles Read Academy,Lincolnshire,202324,42.5,3.68,0.58,100.0,100.0
142392,Somercotes Academy,Lincolnshire,202324,41.3,3.54,0.15,100.0,98.9
136624,Walton Academy,Lincolnshire,202324,38.6,3.51,-0.16,97.1,96.6
139140,Boston High School,Lincolnshire,202324,59.9,5.5,0.37,100.0,100.0
120642,Spalding High School,Lincolnshire,202324,65.1,6.23,0.63,100.0,99.3
144488,Spalding Academy,Lincolnshire,202324,44.1,3.43,0.42,100.0,99.2
144968,Louth Academy,Lincolnshire,202324,43.1,3.76,0.42,100.0,98.8
145052,The Priory Pembroke Academy,Lincolnshire,202324,42.2,3.66,0.03,100.0,100.0
145954,The Gainsborough Academy,Lincolnshire,202324,29.1,2.42,-0.81,99.1,99.1
147268,University Academy Long Sutton,Lincolnshire,202324,35.8,2.89,-0.68,100.0,99.3
136968,John Spendluffe Foundation Technology College,Lincolnshire,202324,35.2,2.92,-0.26,99.2,99.2
136958,Caistor Yarborough Academy,Lincolnshire,202324,46.0,4.01,0.37,100.0,100.0
141581,The Banovallum School,Lincolnshire,202324,41.9,3.34,0.04,99.2,99.2
